,0,1,2
37602,14,20,38
37603,23,29,47
37604,25,31,48
37605,48,54,70
37606,33,39,54
37607,14,19,35
37608,15,20,36
37609,9,16,31
37610,11,17,33
37611,16,21,38
37612,21,27,45
37613,27,34,52
37614,13,21,38
37615,107,119,135
37616,199,216,232
37617,181,201,217
37618,180,203,221
37619,179,202,220
37620,184,207,225
37621,183,206,224
37622,183,206,224
37623,184,207,225
37624,184,207,225
37625,183,206,224
37626,182,206,224
37627,183,206,223
37628,184,205,222
37629,184,206,223
37630,184,206,223
37631,183,205,222
37632,183,205,222
37633,181,203,220
37634,183,205,222
37635,183,205,222
37636,183,205,222
37637,183,205,222
37638,183,205,222
37639,183,205,222
37640,183,205,222
37641,183,205,222
37642,183,205,222
37643,183,205,222
37644,182,204,221
37645,183,205,222
37646,183,205,222
37647,184,206,223
37648,184,206,223
37649,183,205,222
37650,181,203,220
37651,181,203,220
37652,182,204,221
37653,183,205,222
37654,184,206,223
37655,184,206,223
37656,183,205,222
37657,182,204,221
37658,181,203,220
37659,182,204,221
37660,183,205,222
37661,183,205,222
37662,183,205,222
37663,183,205,222
37664,182,204,221
37665,182,204,221
37666,181,203,220
37667,181,203,220
37668,181,203,220
37669,181,203,220
37670,182,204,221
37671,183,205,222
37672,183,205,222
37673,182,204,221
37674,181,203,220
37675,180,202,219
37676,180,202,219
37677,181,203,220
37678,180,202,219
37679,181,203,220
37680,181,203,220
37681,182,204,221
37682,183,205,222
37683,182,204,221
37684,182,204,221
37685,180,202,219
37686,180,202,219
37687,180,202,219
37688,182,204,221
37689,182,204,221
37690,181,203,220
37691,182,204,221
37692,181,203,220
37693,181,203,220
37694,181,203,220
37695,180,202,219
37696,180,202,219
37697,181,203,220
37698,181,203,220
37699,181,203,220
37700,183,206,223
37701,182,205,222
37702,182,205,222
37703,183,206,223
37704,183,206,223
37705,183,206,223
37706,183,206,223
37707,182,205,222
37708,183,206,223
37709,183,206,223
37710,182,205,222
37711,182,205,222
37712,181,204,221
37713,179,202,219
37714,181,204,221
37715,185,208,225
37716,184,207,224
37717,181,204,221
37718,178,200,217
37719,176,202,218
37720,175,203,219
37721,169,199,214
37722,159,189,205
37723,155,184,200
37724,166,194,210
37725,159,185,201
37726,126,150,167
37727,115,137,152
37728,86,102,119
37729,17,25,43
37730,7,10,28
37731,51,57,73
37732,151,166,180
37733,166,188,198
37734,172,197,207
37735,189,215,224
37736,189,209,219
37737,146,160,172
37738,23,33,48
37739,14,21,38
37740,18,24,43
37741,18,21,41
37742,15,16,35
37743,18,17,35
37744,21,20,36
37745,15,15,29
37746,9,11,22
37747,10,12,22
37748,12,14,25
37749,11,13,23
37750,9,11,20
37751,4,7,16
37752,3,7,14
37753,6,10,15
37754,7,11,16
37755,6,9,17
37756,8,10,20
37757,10,11,23
37758,8,9,23
37759,11,11,28
37760,14,14,31
37761,20,20,36
37762,21,22,36
37763,11,13,24
37764,12,16,25
37765,9,12,22
37766,20,23,37
37767,20,23,40
37768,25,27,46
37769,24,26,44
37770,15,17,33
37771,9,12,25
37772,6,11,20
37773,10,14,23
37774,13,16,25
37775,9,13,22
37776,7,11,21
37777,14,17,28
37778,16,18,30
37779,6,7,21
37780,6,8,22
37781,11,11,26
37782,9,10,23
37783,7,9,20
37784,9,11,21
37785,2,4,15
37786,3,5,16
37787,8,9,20
37788,10,12,22
37789,8,10,21
37790,5,7,18
37791,6,8,20
37792,6,6,24
37793,9,9,28
37794,19,19,40
37795,14,15,37
37796,36,37,61
37797,31,33,59
37798,14,15,43
37799,67,69,98
37800,59,62,90
37801,14,17,42
37802,13,16,41
37803,25,28,55
37804,28,32,62
37805,16,23,54
37806,17,23,56
37807,22,32,64
37808,31,42,74
37809,39,50,82
37810,59,64,92
37811,32,32,59
37812,32,33,59
37813,34,36,61
37814,16,18,42
37815,17,19,41
37816,8,11,32
37817,1,4,25
37818,2,6,25
37819,10,13,31
37820,14,16,32
37821,15,18,33
37822,13,16,29
37823,12,15,27
37824,15,17,31
37825,16,18,34
37826,17,19,38
37827,22,22,43
37828,22,24,45
37829,17,20,42
37830,8,10,32
37831,6,8,29
37832,12,16,36
37833,14,19,38
37834,13,19,38
37835,8,14,33
37836,10,17,34
37837,10,17,34
37838,10,14,37
37839,17,21,48
37840,8,13,42
37841,6,13,45
37842,25,34,70
37843,35,47,88
37844,44,57,104
37845,112,128,177
37846,118,134,186
37847,84,101,154
37848,104,123,175
37849,116,133,186
37850,116,134,187
37851,144,162,215
37852,141,159,212
37853,124,142,195
37854,127,145,198
37855,123,141,194
37856,108,126,179
37857,107,124,178
37858,121,138,192
37859,129,146,200
37860,128,145,198
37861,147,164,218
37862,140,157,210
37863,135,152,206
37864,137,155,208
37865,123,140,193
37866,109,126,176
37867,103,120,170
37868,122,139,189
37869,140,158,207
37870,133,151,199
37871,154,173,217
37872,167,186,226
37873,153,172,216
37874,142,161,206
37875,149,166,213
37876,172,189,236
37877,165,182,227
37878,177,194,239
37879,172,189,233
37880,174,191,235
37881,180,198,241
37882,180,198,241
37883,179,197,240
37884,185,204,247
37885,181,200,243
37886,176,195,238
37887,182,201,244
37888,176,196,239
37889,178,198,241
37890,176,195,238
37891,165,184,227
37892,167,187,230
37893,170,191,234
37894,170,194,237
37895,160,181,225
37896,154,174,219
37897,139,158,203
37898,132,152,198
37899,133,154,203
37900,110,131,184
37901,84,107,162
37902,88,110,169
37903,64,85,146
37904,66,85,146
37905,82,99,157
37906,76,92,147
37907,31,44,95
37908,14,23,73
37909,16,21,70
37910,23,26,73
37911,33,35,81
37912,44,47,85
37913,36,39,76
37914,41,45,80
37915,30,34,67
37916,8,12,43
37917,4,10,39
37918,6,12,40
37919,13,19,47
37920,17,23,49
37921,11,16,45
37922,11,15,44
37923,27,30,59
37924,10,13,40
37925,30,33,59
37926,52,56,80
37927,34,38,60
37928,24,27,47
37929,7,9,28
37930,6,10,32
37931,9,13,35
37932,15,19,41
37933,15,19,41
37934,5,9,31
37935,22,26,48
37936,23,26,49
37937,20,24,46
37938,17,21,43
37939,13,18,37
37940,10,17,32
37941,7,13,29
37942,5,10,26
37943,5,11,28
37944,23,28,48
37945,72,76,97
37946,56,59,82
37947,31,34,60
37948,53,56,81
37949,31,33,57
37950,36,39,60
37951,34,38,56
37952,33,37,52
37953,15,19,33
37954,17,19,34
37955,14,16,31
37956,11,11,29
37957,17,16,34
37958,12,12,28
37959,9,11,26
37960,12,16,34
37961,11,17,37
37962,14,21,42
37963,23,30,51
37964,22,28,49
37965,12,17,38
37966,43,48,67
37967,77,82,103
37968,47,53,74
37969,64,70,91
37970,68,74,95
37971,42,48,68
37972,51,57,77
37973,80,87,106
37974,103,110,128
37975,83,90,107
37976,20,27,44
37977,7,13,31
37978,8,14,31
37979,10,16,33
37980,21,27,43
37981,26,31,47
37982,35,39,55
37983,28,33,48
37984,8,13,26
37985,12,18,32
37986,9,15,29
37987,10,17,30
37988,14,19,34
37989,15,21,37
37990,24,31,47
37991,27,37,53
37992,130,144,158
37993,206,222,236
37994,178,198,214
37995,182,204,223
37996,183,206,224
37997,182,205,223
37998,179,202,220
37999,183,206,224
38000,185,208,226
38001,184,207,225
38002,184,207,225
38003,183,206,224
38004,183,205,222
38005,183,204,221
38006,183,205,222
38007,183,205,222
38008,183,205,222
38009,183,205,222
38010,182,204,221
38011,183,205,222
38012,183,205,222
38013,183,205,222
38014,183,205,222
38015,183,205,222
38016,182,204,221
38017,183,205,222
38018,183,205,222
38019,183,205,222
38020,182,204,221
38021,181,203,220
38022,182,204,221
38023,182,204,221
38024,183,205,222
38025,183,205,222
38026,183,205,222
38027,183,205,222
38028,182,204,221
38029,181,203,220
38030,180,202,219
38031,178,200,217
38032,178,200,217
38033,179,201,218
38034,180,202,219
38035,182,204,221
38036,183,205,222
38037,182,204,221
38038,183,205,222
38039,183,205,222
38040,183,205,222
38041,183,205,222
38042,181,203,220
38043,180,202,219
38044,180,202,219
38045,180,202,219
38046,180,202,219
38047,181,203,220
38048,182,204,221
38049,183,205,222
38050,183,205,222
38051,182,204,221
38052,181,203,220
38053,181,203,220
38054,180,202,219
38055,180,202,219
38056,181,203,220
38057,180,202,219
38058,181,203,220
38059,182,204,221
38060,182,204,221
38061,181,203,220
38062,181,203,220
38063,181,203,220
38064,181,203,220
38065,182,204,221
38066,181,203,220
38067,181,203,220
38068,182,204,221
38069,181,203,220
38070,182,204,221
38071,182,204,221
38072,181,203,220
38073,180,202,219
38074,181,203,220
38075,181,203,220
38076,181,203,220
38077,183,206,223
38078,182,205,222
38079,182,205,222
38080,183,206,223
38081,183,206,223
38082,183,206,223
38083,183,206,223
38084,182,205,222
38085,183,206,223
38086,183,206,223
38087,182,205,222
38088,181,204,221
38089,180,203,220
38090,182,205,222
38091,181,204,221
38092,184,207,224
38093,185,208,225
38094,179,202,219
38095,176,199,216
38096,180,205,221
38097,176,203,219
38098,166,195,211
38099,157,187,203
38100,157,186,201
38101,167,195,211
38102,179,205,221
38103,110,133,150
38104,87,106,123
38105,35,48,65
38106,12,19,37
38107,5,9,25
38108,103,113,128
38109,171,189,202
38110,169,194,203
38111,177,202,212
38112,194,218,228
38113,167,185,196
38114,63,71,85
38115,11,18,34
38116,21,27,45
38117,18,21,41
38118,24,25,46
38119,24,24,43
38120,21,20,38
38121,24,23,39
38122,13,13,27
38123,9,11,22
38124,12,13,24
38125,13,15,25
38126,12,14,24
38127,9,11,20
38128,5,8,16
38129,5,8,15
38130,3,7,12
38131,5,9,14
38132,6,10,15
38133,8,11,19
38134,7,9,20
38135,10,11,24
38136,11,11,27
38137,7,7,23
38138,20,20,36
38139,20,21,33
38140,6,8,19
38141,10,13,23
38142,7,10,20
38143,18,21,35
38144,19,21,38
38145,24,25,44
38146,23,25,44
38147,15,17,32
38148,11,14,27
38149,7,12,21
38150,9,12,21
38151,12,15,25
38152,11,13,23
38153,14,16,27
38154,9,12,23
38155,17,20,34
38156,13,16,31
38157,16,18,33
38158,12,14,30
38159,9,10,25
38160,11,12,24
38161,18,20,31
38162,13,15,27
38163,13,15,26
38164,12,14,25
38165,13,15,27
38166,10,12,23
38167,10,12,23
38168,9,10,24
38169,9,9,26
38170,10,10,29
38171,23,23,44
38172,16,17,38
38173,24,25,49
38174,13,15,40
38175,14,15,42
38176,37,40,66
38177,47,50,76
38178,18,21,46
38179,17,20,47
38180,23,27,57
38181,15,19,52
38182,19,25,60
38183,29,36,73
38184,42,52,86
38185,42,53,86
38186,45,58,88
38187,33,39,65
38188,7,9,32
38189,40,43,65
38190,36,38,60
38191,4,6,28
38192,5,7,29
38193,7,10,32
38194,5,7,29
38195,5,8,30
38196,11,12,32
38197,11,11,28
38198,9,10,25
38199,9,10,25
38200,8,11,22
38201,10,11,23
38202,11,11,27
38203,9,9,27
38204,13,13,32
38205,18,18,39
38206,9,11,33
38207,4,7,29
38208,8,12,32
38209,13,18,38
38210,12,17,37
38211,10,15,36
38212,7,14,33
38213,9,16,35
38214,7,12,32
38215,19,24,49
38216,17,21,50
38217,12,17,49
38218,5,12,48
38219,54,63,104
38220,57,69,115
38221,53,66,115
38222,129,146,196
38223,88,105,158
38224,73,92,143
38225,105,124,175
38226,113,132,183
38227,132,151,202
38228,134,153,204
38229,119,137,188
38230,132,150,201
38231,124,143,193
38232,126,144,195
38233,146,164,215
38234,138,157,208
38235,112,131,181
38236,132,151,201
38237,143,161,212
38238,147,165,216
38239,126,145,195
38240,93,112,162
38241,99,117,168
38242,95,113,164
38243,125,142,193
38244,146,164,214
38245,148,166,215
38246,148,166,215
38247,161,179,227
38248,161,180,225
38249,142,161,205
38250,130,149,193
38251,152,171,216
38252,177,194,240
38253,168,185,232
38254,162,179,224
38255,179,196,241
38256,190,207,249
38257,185,203,245
38258,163,181,224
38259,180,198,240
38260,188,206,248
38261,182,201,244
38262,184,204,247
38263,183,203,246
38264,186,205,248
38265,182,202,245
38266,180,200,243
38267,183,202,245
38268,169,188,231
38269,159,178,221
38270,176,198,241
38271,169,192,237
38272,163,185,228
38273,164,185,228
38274,161,181,223
38275,149,170,213
38276,138,160,205
38277,127,149,199
38278,113,136,190
38279,97,121,178
38280,77,100,159
38281,64,84,145
38282,58,77,135
38283,69,85,142
38284,62,75,128
38285,45,55,106
38286,28,34,83
38287,6,9,56
38288,16,20,64
38289,29,34,72
38290,26,30,67
38291,34,38,73
38292,41,45,78
38293,29,33,64
38294,16,22,51
38295,8,13,41
38296,27,32,60
38297,33,37,63
38298,9,13,41
38299,16,19,48
38300,60,63,91
38301,19,22,48
38302,11,14,38
38303,47,50,74
38304,22,25,47
38305,27,31,51
38306,23,26,46
38307,8,12,33
38308,7,11,33
38309,18,22,44
38310,22,26,48
38311,20,24,46
38312,24,28,50
38313,20,24,46
38314,18,22,44
38315,13,17,39
38316,16,21,40
38317,18,24,39
38318,7,13,28
38319,6,12,27
38320,8,14,31
38321,5,10,29
38322,33,37,59
38323,48,52,75
38324,30,33,58
38325,32,35,60
38326,35,39,62
38327,34,36,58
38328,56,60,78
38329,25,29,45
38330,6,8,23
38331,20,22,37
38332,26,28,44
38333,9,9,26
38334,9,9,27
38335,11,11,28
38336,10,13,28
38337,13,17,35
38338,10,15,36
38339,13,21,42
38340,17,25,46
38341,16,22,43
38342,21,26,46
38343,23,29,47
38344,37,43,63
38345,66,72,93
38346,70,76,96
38347,60,66,86
38348,61,67,87
38349,23,30,48
38350,59,66,84
38351,83,91,107
38352,88,96,111
38353,33,40,56
38354,3,8,26
38355,8,13,31
38356,3,7,25
38357,19,23,39
38358,22,27,42
38359,22,26,41
38360,15,18,32
38361,11,13,26
38362,9,13,24
38363,10,16,28
38364,16,22,34
38365,14,19,32
38366,18,23,37
38367,10,17,31
38368,21,30,46
38369,129,142,158
38370,203,218,235
38371,180,200,216
38372,185,207,225
38373,185,208,226
38374,183,206,224
38375,180,203,221
38376,182,205,223
38377,183,206,224
38378,182,205,223
38379,182,205,223
38380,181,204,222
38381,182,205,222
38382,183,205,221
38383,183,205,222
38384,183,205,222
38385,183,205,222
38386,183,205,222
38387,182,204,221
38388,183,205,222
38389,183,205,222
38390,183,205,222
38391,183,205,222
38392,183,205,222
38393,182,204,221
38394,182,204,221
38395,182,204,221
38396,182,204,221
38397,182,204,221
38398,181,203,220
38399,182,204,221
38400,182,204,221
38401,183,205,222
38402,183,205,222
38403,183,205,222
38404,183,205,222
38405,184,206,223
38406,183,205,222
38407,179,201,218
38408,174,196,213
38409,172,194,211
38410,177,199,216
38411,182,204,221
38412,183,205,222
38413,183,205,222
38414,181,203,220
38415,183,205,222
38416,183,205,222
38417,183,205,222
38418,183,205,222
38419,182,204,221
38420,181,203,220
38421,181,203,220
38422,180,202,219
38423,180,202,219
38424,180,202,219
38425,181,203,220
38426,183,205,222
38427,183,205,222
38428,182,204,221
38429,182,204,221
38430,181,203,220
38431,180,202,219
38432,179,201,218
38433,180,202,219
38434,180,202,219
38435,180,202,219
38436,182,204,221
38437,182,204,221
38438,181,203,220
38439,182,204,221
38440,182,204,221
38441,182,204,221
38442,182,204,221
38443,181,203,220
38444,180,202,219
38445,182,204,221
38446,182,204,221
38447,181,203,220
38448,182,204,221
38449,182,204,221
38450,181,203,220
38451,181,203,220
38452,181,203,220
38453,180,202,219
38454,183,206,223
38455,183,206,223
38456,183,206,223
38457,183,206,223
38458,183,206,223
38459,183,206,223
38460,183,206,223
38461,182,205,222
38462,183,206,223
38463,183,206,223
38464,182,205,222
38465,182,205,222
38466,181,204,221
38467,181,204,221
38468,182,205,222
38469,181,204,221
38470,178,201,218
38471,177,200,217
38472,181,204,221
38473,184,209,225
38474,172,199,215
38475,164,193,208
38476,159,189,204
38477,153,183,198
38478,178,206,222
38479,171,197,213
38480,131,154,171
38481,71,89,106
38482,32,43,60
38483,14,21,39
38484,24,29,45
38485,158,170,184
38486,178,198,210
38487,170,195,205
38488,182,206,216
38489,175,197,207
38490,98,112,124
38491,17,21,36
38492,13,18,34
38493,16,21,40
38494,18,21,42
38495,23,26,46
38496,21,23,42
38497,20,21,39
38498,17,18,34
38499,6,7,20
38500,5,7,18
38501,6,8,18
38502,4,6,17
38503,2,4,15
38504,3,5,15
38505,6,9,17
38506,9,13,19
38507,5,9,14
38508,4,8,14
38509,6,10,15
38510,7,10,18
38511,7,9,19
38512,12,13,26
38513,12,13,28
38514,6,6,21
38515,17,18,32
38516,19,21,33
38517,9,10,21
38518,11,15,24
38519,9,13,23
38520,15,18,32
38521,17,19,36
38522,22,24,43
38523,20,22,41
38524,14,16,31
38525,14,16,30
38526,11,15,24
38527,13,15,26
38528,8,9,21
38529,5,7,18
38530,16,18,29
38531,8,9,22
38532,10,11,26
38533,29,32,48
38534,17,20,36
38535,13,16,32
38536,9,11,26
38537,13,13,27
38538,15,16,30
38539,25,26,41
38540,19,20,35
38541,14,15,29
38542,17,18,32
38543,15,16,30
38544,13,13,27
38545,13,14,28
38546,11,12,30
38547,9,11,30
38548,17,18,39
38549,8,10,31
38550,17,20,42
38551,27,30,53
38552,21,24,48
38553,22,25,50
38554,43,48,72
38555,21,25,51
38556,20,23,52
38557,19,22,54
38558,20,24,59
38559,34,39,78
38560,49,56,94
38561,53,62,95
38562,32,43,73
38563,48,59,85
38564,17,23,45
38565,5,8,26
38566,35,38,57
38567,55,59,78
38568,36,38,59
38569,19,21,42
38570,4,7,28
38571,7,10,31
38572,8,11,32
38573,9,10,31
38574,10,9,28
38575,12,11,28
38576,10,10,25
38577,4,6,18
38578,4,6,17
38579,5,6,20
38580,5,6,23
38581,9,9,29
38582,13,13,34
38583,12,13,34
38584,11,14,35
38585,14,17,37
38586,7,11,33
38587,4,7,30
38588,10,15,38
38589,11,16,41
38590,4,8,32
38591,6,11,36
38592,22,28,58
38593,17,23,56
38594,11,17,54
38595,17,24,66
38596,81,91,137
38597,51,64,112
38598,72,86,136
38599,117,133,183
38600,65,82,134
38601,77,97,147
38602,96,117,167
38603,116,138,188
38604,124,145,195
38605,124,143,194
38606,139,158,209
38607,138,157,208
38608,134,152,203
38609,134,152,203
38610,117,136,186
38611,112,130,181
38612,105,123,174
38613,125,143,194
38614,139,158,208
38615,126,144,195
38616,85,104,154
38617,78,97,147
38618,114,133,183
38619,129,148,198
38620,135,153,203
38621,128,145,196
38622,135,152,202
38623,132,149,199
38624,136,154,202
38625,143,161,208
38626,139,158,204
38627,157,177,221
38628,161,179,224
38629,162,180,226
38630,152,169,216
38631,175,192,237
38632,184,201,246
38633,184,201,245
38634,183,200,245
38635,175,193,236
38636,184,202,245
38637,188,206,248
38638,175,194,235
38639,180,200,241
38640,185,205,246
38641,182,202,243
38642,177,197,238
38643,178,198,239
38644,176,196,236
38645,169,189,230
38646,159,179,220
38647,166,188,232
38648,166,189,235
38649,158,180,224
38650,170,192,233
38651,168,188,228
38652,156,178,217
38653,147,170,213
38654,131,154,201
38655,133,157,208
38656,116,142,196
38657,90,115,171
38658,89,112,169
38659,64,83,141
38660,60,77,134
38661,54,69,123
38662,44,55,107
38663,38,48,97
38664,18,25,71
38665,10,17,59
38666,8,16,53
38667,5,13,48
38668,4,10,44
38669,14,20,52
38670,20,26,56
38671,15,20,50
38672,14,17,46
38673,35,39,68
38674,48,51,77
38675,9,12,41
38676,18,20,49
38677,39,43,70
38678,20,23,49
38679,8,11,36
38680,26,28,51
38681,36,39,59
38682,14,16,36
38683,13,15,34
38684,9,12,32
38685,10,14,36
38686,12,16,38
38687,23,27,49
38688,22,26,48
38689,25,29,51
38690,13,17,39
38691,18,22,44
38692,12,16,38
38693,11,17,35
38694,23,29,43
38695,10,16,32
38696,12,18,34
38697,5,10,27
38698,4,8,28
38699,15,20,41
38700,28,32,55
38701,26,29,54
38702,23,26,51
38703,47,50,73
38704,34,37,58
38705,46,50,69
38706,18,22,37
38707,5,8,23
38708,13,15,30
38709,31,33,49
38710,14,14,31
38711,10,10,28
38712,15,15,31
38713,10,13,28
38714,3,8,26
38715,6,11,32
38716,17,25,46
38717,17,24,45
38718,13,18,40
38719,18,23,43
38720,22,28,46
38721,19,25,44
38722,53,59,79
38723,77,83,103
38724,61,67,87
38725,77,83,102
38726,28,33,51
38727,32,38,54
38728,68,76,91
38729,59,67,82
38730,58,66,82
38731,4,8,26
38732,5,10,28
38733,1,4,21
38734,18,22,37
38735,19,22,37
38736,23,26,39
38737,12,14,26
38738,9,11,21
38739,12,14,24
38740,10,16,25
38741,16,21,31
38742,15,19,31
38743,18,22,35
38744,14,19,34
38745,20,28,44
38746,124,136,152
38747,201,215,232
38748,178,196,212
38749,174,196,215
38750,177,200,218
38751,181,204,222
38752,182,205,223
38753,181,204,222
38754,182,205,223
38755,181,204,222
38756,181,204,222
38757,180,203,221
38758,181,204,221
38759,182,205,220
38760,182,204,221
38761,182,204,221
38762,183,205,222
38763,183,205,222
38764,183,205,222
38765,183,205,222
38766,183,205,222
38767,183,205,222
38768,183,205,222
38769,183,205,222
38770,183,205,222
38771,181,203,220
38772,181,203,220
38773,181,203,220
38774,183,205,222
38775,183,205,222
38776,183,205,222
38777,183,205,222
38778,182,204,221
38779,182,204,221
38780,182,204,221
38781,181,203,220
38782,182,204,221
38783,184,206,223
38784,182,204,221
38785,179,201,218
38786,178,200,217
38787,181,203,220
38788,183,205,222
38789,183,205,222
38790,182,204,221
38791,182,204,221
38792,183,205,222
38793,183,205,222
38794,183,205,222
38795,183,205,222
38796,182,204,221
38797,182,204,221
38798,182,204,221
38799,181,203,220
38800,182,204,221
38801,182,204,221
38802,182,204,221
38803,182,204,221
38804,182,204,221
38805,183,205,222
38806,183,205,222
38807,182,204,221
38808,180,202,219
38809,178,200,217
38810,179,201,218
38811,181,203,220
38812,181,203,220
38813,182,204,221
38814,182,204,221
38815,180,202,219
38816,183,205,222
38817,183,205,222
38818,183,205,222
38819,182,204,221
38820,180,202,219
38821,181,203,220
38822,182,204,221
38823,182,204,221
38824,182,204,221
38825,181,203,220
38826,182,204,221
38827,181,203,220
38828,180,202,219
38829,180,202,219
38830,179,201,218
38831,183,206,223
38832,183,206,223
38833,183,206,223
38834,183,206,223
38835,183,206,223
38836,183,206,223
38837,183,206,223
38838,183,206,223
38839,183,206,223
38840,182,205,222
38841,182,205,222
38842,183,206,223
38843,182,205,222
38844,179,202,219
38845,185,208,225
38846,184,207,224
38847,176,199,216
38848,177,200,217
38849,183,206,223
38850,178,204,220
38851,172,199,215
38852,169,199,214
38853,154,184,200
38854,156,185,201
38855,180,207,223
38856,158,184,200
38857,141,164,180
38858,49,67,83
38859,17,30,47
38860,8,14,32
38861,50,58,75
38862,173,188,202
38863,166,187,199
38864,174,198,208
38865,190,213,223
38866,89,105,116
38867,20,27,40
38868,8,12,27
38869,16,22,38
38870,18,23,42
38871,19,23,43
38872,17,22,42
38873,11,14,33
38874,13,16,33
38875,10,14,29
38876,1,4,17
38877,2,3,15
38878,4,6,16
38879,3,5,16
38880,3,5,16
38881,4,7,16
38882,5,8,17
38883,6,10,16
38884,1,5,10
38885,1,5,10
38886,4,8,12
38887,6,9,16
38888,7,9,19
38889,12,14,25
38890,12,13,27
38891,5,6,20
38892,15,16,28
38893,20,22,34
38894,11,12,23
38895,9,13,22
38896,10,14,24
38897,11,14,27
38898,17,19,37
38899,23,25,44
38900,19,21,40
38901,18,21,36
38902,11,14,27
38903,8,13,22
38904,16,17,29
38905,11,11,23
38906,5,6,18
38907,12,14,25
38908,13,14,29
38909,11,13,27
38910,20,22,38
38911,11,15,31
38912,9,13,29
38913,10,13,29
38914,10,9,26
38915,6,6,23
38916,16,16,33
38917,7,7,24
38918,10,9,26
38919,7,6,24
38920,6,6,24
38921,6,6,24
38922,3,4,22
38923,3,6,25
38924,6,9,29
38925,13,17,37
38926,11,15,35
38927,16,22,42
38928,23,29,50
38929,19,25,46
38930,8,14,36
38931,28,35,58
38932,20,26,52
38933,21,25,56
38934,28,32,65
38935,37,39,77
38936,45,48,87
38937,62,67,102
38938,47,54,84
38939,30,39,65
38940,17,25,46
38941,2,6,22
38942,6,11,25
38943,19,24,38
38944,27,31,46
38945,34,37,55
38946,35,39,57
38947,13,16,35
38948,7,11,31
38949,5,8,28
38950,12,12,33
38951,11,10,30
38952,8,7,25
38953,9,9,24
38954,10,10,23
38955,9,9,21
38956,12,12,26
38957,12,11,27
38958,11,10,28
38959,14,14,33
38960,12,14,34
38961,9,12,32
38962,9,12,33
38963,6,9,33
38964,6,9,35
38965,14,16,44
38966,7,10,39
38967,6,8,39
38968,16,18,51
38969,7,12,48
38970,33,41,79
38971,27,35,77
38972,50,58,105
38973,81,91,141
38974,56,69,119
38975,101,115,164
38976,81,96,145
38977,76,92,141
38978,100,121,170
38979,127,151,200
38980,136,160,208
38981,129,152,201
38982,134,156,205
38983,133,152,202
38984,119,139,188
38985,125,145,194
38986,111,130,179
38987,115,134,183
38988,136,154,204
38989,130,149,198
38990,118,138,187
38991,107,126,175
38992,93,112,162
38993,110,129,178
38994,131,151,199
38995,143,162,211
38996,137,156,205
38997,140,158,208
38998,141,158,209
38999,150,167,217
39000,137,155,204
39001,139,157,205
39002,154,172,219
39003,160,178,225
39004,168,188,232
39005,175,195,239
39006,171,189,235
39007,159,176,223
39008,188,205,249
39009,185,202,247
39010,185,202,247
39011,181,198,243
39012,177,195,238
39013,179,197,240
39014,179,197,240
39015,175,194,235
39016,184,204,244
39017,181,201,241
39018,177,197,237
39019,187,207,247
39020,189,209,249
39021,179,199,239
39022,182,201,241
39023,168,188,228
39024,166,187,232
39025,173,195,242
39026,169,190,234
39027,174,196,236
39028,175,197,233
39029,165,188,225
39030,155,179,219
39031,141,166,210
39032,137,162,211
39033,132,157,209
39034,116,142,193
39035,105,128,181
39036,86,107,161
39037,78,97,152
39038,54,70,123
39039,44,57,110
39040,48,60,110
39041,38,49,95
39042,24,36,77
39043,17,30,66
39044,13,25,60
39045,13,24,58
39046,8,17,49
39047,4,11,41
39048,11,16,46
39049,13,15,44
39050,21,24,53
39051,21,23,50
39052,7,10,38
39053,23,26,54
39054,14,16,42
39055,38,40,66
39056,16,18,42
39057,16,18,40
39058,35,37,58
39059,39,40,60
39060,21,23,42
39061,9,11,32
39062,7,11,33
39063,8,12,34
39064,16,19,42
39065,13,17,39
39066,15,18,41
39067,14,18,40
39068,35,39,61
39069,33,37,59
39070,15,20,39
39071,17,24,38
39072,8,14,30
39073,11,17,33
39074,6,12,29
39075,8,13,33
39076,2,6,26
39077,11,14,38
39078,46,49,74
39079,25,29,54
39080,26,30,53
39081,68,71,92
39082,48,52,70
39083,7,10,26
39084,6,9,23
39085,8,10,25
39086,24,26,41
39087,22,22,39
39088,11,11,28
39089,11,11,26
39090,11,13,28
39091,4,8,26
39092,4,10,31
39093,13,21,42
39094,14,21,42
39095,10,16,37
39096,16,21,42
39097,26,32,50
39098,13,19,38
39099,14,20,39
39100,48,53,73
39101,47,54,72
39102,54,61,79
39103,65,73,89
39104,15,22,37
39105,49,57,72
39106,53,61,75
39107,63,71,87
39108,22,27,46
39109,2,8,25
39110,4,10,26
39111,18,23,37
39112,19,22,36
39113,31,33,45
39114,14,16,26
39115,10,11,20
39116,13,15,24
39117,7,13,21
39118,12,18,25
39119,16,21,30
39120,14,18,30
39121,17,23,36
39122,20,28,43
39123,106,118,133
39124,200,214,230
39125,183,201,218
39126,172,193,212
39127,175,198,216
39128,182,205,223
39129,186,209,227
39130,182,205,223
39131,181,204,222
39132,182,205,223
39133,182,205,223
39134,181,204,222
39135,182,205,222
39136,183,205,221
39137,183,205,222
39138,183,205,222
39139,183,205,222
39140,183,205,222
39141,183,205,222
39142,183,205,222
39143,183,205,222
39144,183,205,222
39145,183,205,222
39146,183,205,222
39147,182,204,221
39148,182,204,221
39149,183,205,222
39150,183,205,222
39151,182,204,221
39152,182,204,221
39153,183,205,222
39154,183,205,222
39155,183,205,222
