,0,1,2
1408,182,204,221
1409,181,203,220
1410,181,203,220
1411,181,203,220
1412,181,203,220
1413,180,202,219
1414,179,201,218
1415,179,201,218
1416,180,202,219
1417,180,202,219
1418,178,200,217
1419,177,199,216
1420,178,200,217
1421,179,201,218
1422,178,200,217
1423,178,200,217
1424,179,201,218
1425,180,202,219
1426,179,202,219
1427,179,202,219
1428,177,200,217
1429,176,199,216
1430,175,198,215
1431,177,200,217
1432,179,202,219
1433,180,203,220
1434,178,201,218
1435,173,198,215
1436,175,200,216
1437,176,200,217
1438,177,199,217
1439,176,199,216
1440,177,200,217
1441,180,202,219
1442,181,203,220
1443,180,202,219
1444,180,202,219
1445,179,201,218
1446,180,202,219
1447,179,201,218
1448,180,202,219
1449,180,202,219
1450,179,201,218
1451,179,201,218
1452,179,201,218
1453,179,201,218
1454,179,201,218
1455,179,201,218
1456,179,201,218
1457,178,200,217
1458,179,201,218
1459,180,202,219
1460,179,201,218
1461,177,199,216
1462,178,200,217
1463,179,201,218
1464,178,200,217
1465,177,199,216
1466,177,199,216
1467,176,198,215
1468,174,196,213
1469,177,199,216
1470,178,200,217
1471,179,201,218
1472,179,201,218
1473,179,201,218
1474,178,200,217
1475,177,199,216
1476,177,200,217
1477,179,202,219
1478,177,200,217
1479,173,198,214
1480,172,199,215
1481,172,197,213
1482,175,198,215
1483,178,201,218
1484,178,201,218
1485,179,202,219
1486,179,202,219
1487,178,201,218
1488,179,202,219
1489,179,202,219
1490,178,201,218
1491,177,201,218
1492,176,200,216
1493,175,198,215
1494,176,199,216
1495,177,200,217
1496,177,200,217
1497,178,201,218
1498,178,201,218
1499,179,202,219
1500,180,202,219
1501,178,200,217
1502,176,198,215
1503,176,199,216
1504,176,199,216
1505,176,197,215
1506,175,198,215
1507,172,198,214
1508,181,203,220
1509,180,202,219
1510,179,201,218
1511,180,202,219
1512,180,202,219
1513,180,202,219
1514,180,202,219
1515,180,202,219
1516,181,203,220
1517,181,203,220
1518,181,203,220
1519,181,203,220
1520,181,203,220
1521,182,204,221
1522,182,204,221
1523,182,204,221
1524,182,204,221
1525,182,204,221
1526,182,204,221
1527,180,202,219
1528,180,202,219
1529,179,201,218
1530,180,202,219
1531,180,202,219
1532,181,203,220
1533,181,203,220
1534,180,202,219
1535,180,202,219
1536,181,203,220
1537,180,202,219
1538,180,202,219
1539,180,202,219
1540,182,204,221
1541,182,204,221
1542,182,204,221
1543,182,204,221
1544,182,204,221
1545,182,204,221
1546,182,204,221
1547,182,204,221
1548,182,204,221
1549,182,204,221
1550,182,204,221
1551,182,204,221
1552,181,203,220
1553,182,204,221
1554,182,204,221
1555,182,204,221
1556,181,203,220
1557,180,202,219
1558,182,204,221
1559,182,204,221
1560,181,203,220
1561,181,203,220
1562,181,203,220
1563,182,204,221
1564,181,203,220
1565,181,203,220
1566,181,203,220
1567,181,203,220
1568,181,203,220
1569,180,202,219
1570,181,203,220
1571,181,203,220
1572,181,203,219
1573,181,204,219
1574,181,203,219
1575,181,203,219
1576,181,203,218
1577,176,199,214
1578,184,206,222
1579,176,199,214
1580,177,199,215
1581,181,204,218
1582,179,202,214
1583,172,194,208
1584,170,192,209
1585,178,200,218
1586,176,198,218
1587,176,198,219
1588,175,197,221
1589,163,184,208
1590,143,165,189
1591,105,128,152
1592,58,80,104
1593,47,67,91
1594,33,51,75
1595,27,44,68
1596,46,62,85
1597,51,66,89
1598,41,54,77
1599,25,40,62
1600,22,38,57
1601,34,50,69
1602,35,49,70
1603,11,22,45
1604,18,30,53
1605,36,47,73
1606,45,54,82
1607,52,61,89
1608,37,45,74
1609,46,57,82
1610,78,90,114
1611,52,64,88
1612,31,45,68
1613,53,70,92
1614,79,96,118
1615,72,88,110
1616,79,94,116
1617,58,73,95
1618,37,50,72
1619,32,45,67
1620,26,38,60
1621,11,21,44
1622,18,28,51
1623,12,21,44
1624,13,21,44
1625,12,20,41
1626,18,24,46
1627,20,25,49
1628,27,32,56
1629,17,22,47
1630,13,18,42
1631,25,31,56
1632,37,43,68
1633,34,40,66
1634,27,33,59
1635,43,50,75
1636,58,65,91
1637,77,86,111
1638,58,67,92
1639,45,53,79
1640,36,43,70
1641,41,48,76
1642,44,51,79
1643,29,36,64
1644,32,39,67
1645,44,52,80
1646,48,55,83
1647,54,61,89
1648,51,59,87
1649,50,58,86
1650,44,53,81
1651,41,50,78
1652,57,66,94
1653,70,79,107
1654,61,71,97
1655,47,55,79
1656,37,42,65
1657,43,49,72
1658,48,55,78
1659,31,38,60
1660,23,30,53
